,Age,Gender,Country,Degree,Job Title,Company Size,Team Size,ML Status in Company,Year,Min_Salary,Max_Salary
9601,45-49,Male,United States of America,Doctoral,Research Scientist,"1000-9,999 employees",10-14,Exploring,2019,100000.0,124999.0
9602,25-29,Male,South Africa,Bachelor,Data Engineer,0-49 employees,10-14,Never,2019,10001.0,20000.0
9603,22-24,Male,Bangladesh,Master,Software Engineer,50-249 employees,5-9,Exploring,2019,10001.0,20000.0
9604,40-44,Male,Australia,Master,Data Engineer,250-999 employees,3-4,Never,2019,200000.0,249999.0
9605,30-34,Male,Italy,Doctoral,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,50000.0,59999.0
9606,45-49,Male,Turkey,Master,Product/Project Manager,0-49 employees,1-2,Never,2019,20001.0,30000.0
9607,30-34,Male,Spain,Master,Data Scientist,"10,000 or more employees",1-2,Others,2019,30000.0,39999.0
9608,35-39,Male,India,Bachelor,Data Scientist,"1000-9,999 employees",10-14,Recently-started,2019,30000.0,39999.0
9609,40-44,Male,Russia,Master,Data Engineer,"10,000 or more employees",20+,Well-establised,2019,20001.0,30000.0
9610,30-34,Male,Israel,Master,Product/Project Manager,0-49 employees,3-4,Recently-started,2019,70000.0,79999.0
9611,25-29,Male,India,Bachelor,Data Analyst,"10,000 or more employees",20+,Well-establised,2019,100000.0,124999.0
9612,40-44,Female,Spain,Doctoral,Software Engineer,0-49 employees,1-2,Others,2019,20001.0,30000.0
9613,35-39,Male,India,Master,Data Scientist,"10,000 or more employees",20+,Others,2019,10001.0,20000.0
9614,22-24,Male,Nigeria,Bachelor,Software Engineer,50-249 employees,3-4,Recently-started,2019,10001.0,20000.0
9615,40-44,Male,India,Master,Research Scientist,50-249 employees,3-4,Never,2019,10001.0,20000.0
9616,30-34,Male,Bangladesh,Master,Business Analyst,0-49 employees,1-2,Never,2019,10001.0,20000.0
9617,30-34,Male,Algeria,Doctoral,Data Scientist,50-249 employees,1-2,Never,2019,10001.0,20000.0
9618,60-69,Male,Germany,Doctoral,Statistician,0-49 employees,1-2,Others,2019,500000.0,
9619,30-34,Male,Netherlands,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,90000.0,99999.0
9620,35-39,Male,India,Doctoral,Data Analyst,"10,000 or more employees",20+,Well-establised,2019,30000.0,39999.0
9621,25-29,Male,Germany,Master,Statistician,"1000-9,999 employees",20+,Well-establised,2019,10001.0,20000.0
9622,45-49,Male,Spain,Doctoral,Research Scientist,50-249 employees,0,Exploring,2019,30000.0,39999.0
9623,40-44,Male,India,Master,Product/Project Manager,"1000-9,999 employees",20+,Recently-started,2019,70000.0,79999.0
9624,30-34,Male,Germany,Master,Data Scientist,"1000-9,999 employees",5-9,Well-establised,2019,60000.0,69999.0
9625,30-34,Male,Netherlands,Master,Data Analyst,250-999 employees,5-9,Well-establised,2019,40000.0,49999.0
9626,30-34,Male,Germany,Bachelor,Software Engineer,"1000-9,999 employees",0,Never,2019,40000.0,49999.0
9627,45-49,Male,India,Master,Product/Project Manager,"1000-9,999 employees",20+,Others,2019,20001.0,30000.0
9628,25-29,Male,France,Master,Research Scientist,"1000-9,999 employees",3-4,Recently-started,2019,70000.0,79999.0
9629,22-24,Male,Canada,Master,Business Analyst,0-49 employees,1-2,Exploring,2019,80000.0,89999.0
9630,60-69,Male,Turkey,Master,Product/Project Manager,50-249 employees,1-2,Exploring,2019,20001.0,30000.0
9631,25-29,Female,Turkey,Master,Data Scientist,50-249 employees,5-9,Well-establised,2019,20001.0,30000.0
9632,22-24,Male,Japan,Bachelor,Software Engineer,0-49 employees,1-2,Others,2019,20001.0,30000.0
9633,35-39,Male,Canada,Master,Product/Project Manager,50-249 employees,3-4,Exploring,2019,90000.0,99999.0
9634,30-34,Male,Japan,Master,Data Scientist,"10,000 or more employees",20+,Others,2019,20001.0,30000.0
9635,40-44,Male,Thailand,Doctoral,Research Scientist,"1000-9,999 employees",3-4,Exploring,2019,20001.0,30000.0
9636,22-24,Female,Germany,Master,Data Engineer,50-249 employees,3-4,Exploring,2019,10001.0,20000.0
9637,35-39,Male,Argentina,Master,Data Scientist,"1000-9,999 employees",5-9,Well-establised,2019,20001.0,30000.0
9638,40-44,Male,Japan,Bachelor,Product/Project Manager,"10,000 or more employees",20+,Exploring,2019,60000.0,69999.0
9639,25-29,Male,India,Bachelor,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,30000.0,39999.0
9640,35-39,Male,United States of America,Master,Data Scientist,50-249 employees,10-14,Others,2019,80000.0,89999.0
9641,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Master,Data Scientist,50-249 employees,5-9,Well-establised,2019,200000.0,249999.0
9642,25-29,Male,India,Master,Software Engineer,"10,000 or more employees",5-9,Exploring,2019,10001.0,20000.0
9643,25-29,Male,Nigeria,Bachelor,Data Analyst,"10,000 or more employees",5-9,Recently-started,2019,30000.0,39999.0
9644,45-49,Male,Italy,Professional degree,Software Engineer,0-49 employees,1-2,Exploring,2019,40000.0,49999.0
9645,25-29,Male,France,Master,Data Scientist,50-249 employees,1-2,Never,2019,50000.0,59999.0
9646,25-29,Male,India,Master,Software Engineer,0-49 employees,1-2,Others,2019,10001.0,20000.0
9647,30-34,Male,United States of America,Bachelor,Data Scientist,250-999 employees,20+,Well-establised,2019,150000.0,199999.0
9648,30-34,Male,United States of America,Master,Data Engineer,250-999 employees,3-4,Never,2019,100000.0,124999.0
9649,50-54,Male,United States of America,Bachelor,DBA/Database Engineer,50-249 employees,0,Never,2019,125000.0,149999.0
9650,25-29,Male,France,Master,Data Scientist,"10,000 or more employees",1-2,Exploring,2019,30000.0,39999.0
9651,35-39,Male,United States of America,High School,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,150000.0,199999.0
9652,22-24,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor,Data Scientist,0-49 employees,1-2,Others,2019,40000.0,49999.0
9653,22-24,Male,United States of America,Master,Data Scientist,50-249 employees,20+,Recently-started,2019,80000.0,89999.0
9654,40-44,Male,Mexico,Doctoral,Data Scientist,0-49 employees,3-4,Exploring,2019,10001.0,20000.0
9655,35-39,Male,India,Master,Product/Project Manager,250-999 employees,15-19,Well-establised,2019,90000.0,99999.0
9656,35-39,Male,India,Professional degree,Software Engineer,"10,000 or more employees",20+,Recently-started,2019,30000.0,39999.0
9657,22-24,Male,India,Bachelor,Data Scientist,50-249 employees,20+,Others,2019,10001.0,20000.0
9658,22-24,Male,Spain,Some college,Software Engineer,50-249 employees,5-9,Others,2019,20001.0,30000.0
9659,45-49,Male,Thailand,Bachelor,Data Scientist,250-999 employees,3-4,Exploring,2019,20001.0,30000.0
9660,35-39,Male,Italy,Master,Data Scientist,0-49 employees,3-4,Well-establised,2019,40000.0,49999.0
9661,25-29,Male,India,Master,Data Analyst,"10,000 or more employees",20+,Well-establised,2019,20001.0,30000.0
9662,25-29,Male,United States of America,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,100000.0,124999.0
9663,25-29,Male,Czech Republic,Master,Data Analyst,"1000-9,999 employees",20+,Others,2019,20001.0,30000.0
9664,45-49,Male,India,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,300000.0,500000.0
9665,30-34,Male,Turkey,Bachelor,Data Scientist,"10,000 or more employees",1-2,Never,2019,10001.0,20000.0
9666,30-34,Male,Spain,Bachelor,Data Scientist,0-49 employees,1-2,Others,2019,50000.0,59999.0
9667,30-34,Male,United States of America,Doctoral,Research Scientist,"10,000 or more employees",20+,Never,2019,40000.0,49999.0
9668,30-34,Male,Italy,Master,Data Engineer,"1000-9,999 employees",3-4,Recently-started,2019,30000.0,39999.0
9669,45-49,Male,United States of America,Bachelor,Data Scientist,"1000-9,999 employees",20+,Recently-started,2019,200000.0,249999.0
9670,45-49,Male,United States of America,Master,Data Analyst,"1000-9,999 employees",3-4,Well-establised,2019,200000.0,249999.0
9671,40-44,Male,Nigeria,Bachelor,Product/Project Manager,0-49 employees,1-2,Exploring,2019,10001.0,20000.0
9672,35-39,Male,India,Master,Research Scientist,"10,000 or more employees",20+,Well-establised,2019,30000.0,39999.0
9673,30-34,Male,United States of America,Bachelor,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,300000.0,500000.0
9674,25-29,Male,India,Master,Data Scientist,0-49 employees,3-4,Never,2019,70000.0,79999.0
9675,25-29,Male,Norway,Master,Data Scientist,50-249 employees,1-2,Recently-started,2019,60000.0,69999.0
9676,45-49,Male,United States of America,Master,Data Analyst,"1000-9,999 employees",3-4,Exploring,2019,80000.0,89999.0
9677,40-44,Male,Switzerland,Doctoral,Product/Project Manager,"10,000 or more employees",20+,Recently-started,2019,150000.0,199999.0
9678,18-21,Male,Nigeria,Bachelor,Software Engineer,0-49 employees,3-4,Well-establised,2019,40000.0,49999.0
9679,22-24,Male,France,Master,Data Analyst,"1000-9,999 employees",3-4,Others,2019,30000.0,39999.0
9680,30-34,Male,Poland,Master,Data Analyst,"10,000 or more employees",20+,Recently-started,2019,40000.0,49999.0
9681,50-54,Male,Colombia,Master,Research Scientist,50-249 employees,5-9,Recently-started,2019,20001.0,30000.0
9682,50-54,Male,Canada,Doctoral,Data Scientist,50-249 employees,10-14,Well-establised,2019,125000.0,149999.0
9683,55-59,Male,United States of America,Master,Data Engineer,50-249 employees,3-4,Recently-started,2019,150000.0,199999.0
9684,30-34,Female,Romania,Master,Data Scientist,"1000-9,999 employees",3-4,Never,2019,30000.0,39999.0
9685,50-54,Male,Brazil,Master,Business Analyst,"1000-9,999 employees",3-4,Exploring,2019,20001.0,30000.0
9686,40-44,Male,Israel,Master,Data Scientist,0-49 employees,3-4,Others,2019,80000.0,89999.0
9687,25-29,Female,United States of America,Master,Data Scientist,"1000-9,999 employees",3-4,Exploring,2019,100000.0,124999.0
9688,35-39,Female,United States of America,Master,Data Engineer,50-249 employees,0,Exploring,2019,100000.0,124999.0
9689,30-34,Male,Spain,Professional degree,Data Scientist,250-999 employees,20+,Well-establised,2019,50000.0,59999.0
9690,35-39,Male,Egypt,Master,Data Scientist,250-999 employees,3-4,Recently-started,2019,40000.0,49999.0
9691,30-34,Female,Spain,Doctoral,Research Scientist,0-49 employees,0,Recently-started,2019,50000.0,59999.0
9692,35-39,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Data Scientist,0-49 employees,10-14,Well-establised,2019,150000.0,199999.0
9693,35-39,Male,New Zealand,Doctoral,Research Scientist,250-999 employees,10-14,Never,2019,40000.0,49999.0
9694,55-59,Male,United States of America,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,100000.0,124999.0
9695,30-34,Male,United States of America,Master,Software Engineer,"1000-9,999 employees",5-9,Exploring,2019,100000.0,124999.0
9696,40-44,Female,United States of America,Doctoral,Data Scientist,250-999 employees,5-9,Well-establised,2019,150000.0,199999.0
9697,50-54,Male,United States of America,Doctoral,Data Scientist,"1000-9,999 employees",3-4,Well-establised,2019,125000.0,149999.0
9698,35-39,Male,Mexico,Master,Product/Project Manager,250-999 employees,1-2,Never,2019,10001.0,20000.0
9699,35-39,Male,United States of America,Doctoral,Research Scientist,"10,000 or more employees",20+,Well-establised,2019,300000.0,500000.0
9700,30-34,Female,Japan,Bachelor,Data Scientist,50-249 employees,5-9,Recently-started,2019,60000.0,69999.0
9701,30-34,Male,United States of America,Master,Data Analyst,"10,000 or more employees",20+,Others,2019,90000.0,99999.0
9702,40-44,Female,United States of America,Doctoral,Data Scientist,250-999 employees,1-2,Recently-started,2019,125000.0,149999.0
9703,22-24,Male,Singapore,Master,Data Analyst,"10,000 or more employees",5-9,Recently-started,2019,30000.0,39999.0
9704,30-34,Male,United States of America,Master,Software Engineer,50-249 employees,3-4,Recently-started,2019,60000.0,69999.0
9705,40-44,Male,Spain,Master,Data Scientist,50-249 employees,5-9,Recently-started,2019,90000.0,99999.0
9706,22-24,Male,Portugal,Master,Data Scientist,"1000-9,999 employees",15-19,Recently-started,2019,10001.0,20000.0
9707,25-29,Female,United States of America,Master,Software Engineer,"1000-9,999 employees",15-19,Recently-started,2019,20001.0,30000.0
9708,30-34,Male,United States of America,Master,Business Analyst,50-249 employees,0,Never,2019,90000.0,99999.0
9709,25-29,Male,Australia,Master,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,90000.0,99999.0
9710,35-39,Male,United States of America,Doctoral,Data Scientist,50-249 employees,10-14,Others,2019,125000.0,149999.0
9711,30-34,Male,Singapore,Master,Business Analyst,250-999 employees,20+,Recently-started,2019,50000.0,59999.0
9712,22-24,Male,United States of America,Bachelor,Data Analyst,0-49 employees,3-4,Exploring,2019,50000.0,59999.0
9713,25-29,Male,China,Bachelor,Software Engineer,250-999 employees,5-9,Recently-started,2019,30000.0,39999.0
9714,40-44,Female,United States of America,Doctoral,Data Scientist,50-249 employees,3-4,Recently-started,2019,150000.0,199999.0
9715,35-39,Male,Brazil,Master,Data Scientist,0-49 employees,1-2,Never,2019,40000.0,49999.0
9716,30-34,Female,United States of America,Bachelor,Product/Project Manager,250-999 employees,5-9,Others,2019,60000.0,69999.0
9717,18-21,Male,Australia,Bachelor,Data Analyst,"1000-9,999 employees",1-2,Exploring,2019,60000.0,69999.0
9718,25-29,Male,India,Bachelor,Software Engineer,0-49 employees,1-2,Well-establised,2019,10001.0,20000.0
9719,55-59,Male,New Zealand,Doctoral,Research Scientist,"1000-9,999 employees",20+,Others,2019,100000.0,124999.0
9720,25-29,Female,United States of America,Master,Data Scientist,250-999 employees,5-9,Recently-started,2019,125000.0,149999.0
9721,45-49,Male,Japan,Master,Data Scientist,0-49 employees,5-9,Exploring,2019,60000.0,69999.0
9722,45-49,Male,India,Bachelor,Business Analyst,0-49 employees,3-4,Others,2019,40000.0,49999.0
9723,45-49,Female,Japan,Bachelor,Software Engineer,50-249 employees,0,Recently-started,2019,40000.0,49999.0
9724,45-49,Male,Australia,Master,Data Analyst,250-999 employees,3-4,Exploring,2019,90000.0,99999.0
9725,25-29,Male,India,Master,Data Scientist,"1000-9,999 employees",5-9,Recently-started,2019,10001.0,20000.0
9726,30-34,Male,India,Master,Business Analyst,0-49 employees,1-2,Never,2019,40000.0,49999.0
9727,30-34,Male,India,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,80000.0,89999.0
9728,35-39,Male,India,Professional degree,Data Scientist,"10,000 or more employees",20+,Recently-started,2019,40000.0,49999.0
9729,30-34,Male,India,Master,Data Scientist,"10,000 or more employees",10-14,Recently-started,2019,20001.0,30000.0
9730,40-44,Female,Australia,Doctoral,Data Analyst,250-999 employees,1-2,Exploring,2019,125000.0,149999.0
9731,35-39,Male,Taiwan,Doctoral,Research Scientist,"10,000 or more employees",10-14,Exploring,2019,50000.0,59999.0
9732,35-39,Male,Germany,Doctoral,Data Analyst,0-49 employees,1-2,Others,2019,70000.0,79999.0
9733,40-44,Male,Spain,Master,Data Scientist,50-249 employees,1-2,Others,2019,30000.0,39999.0
9734,30-34,Male,India,Master,Product/Project Manager,"10,000 or more employees",5-9,Recently-started,2019,30000.0,39999.0
9735,25-29,Female,United States of America,Bachelor,Data Analyst,50-249 employees,1-2,Never,2019,80000.0,89999.0
9736,45-49,Male,Romania,Master,Statistician,0-49 employees,1-2,Never,2019,20001.0,30000.0
9737,30-34,Male,India,Doctoral,Data Analyst,"10,000 or more employees",10-14,Exploring,2019,10001.0,20000.0
9738,35-39,Male,France,Doctoral,Data Scientist,50-249 employees,5-9,Recently-started,2019,60000.0,69999.0
9739,25-29,Female,Russia,Master,Software Engineer,50-249 employees,1-2,Exploring,2019,10001.0,20000.0
9740,50-54,Male,Germany,Professional degree,Research Scientist,250-999 employees,5-9,Exploring,2019,100000.0,124999.0
9741,35-39,Female,Spain,Doctoral,Data Engineer,250-999 employees,1-2,Exploring,2019,30000.0,39999.0
9742,25-29,Male,Germany,Master,Research Scientist,"1000-9,999 employees",10-14,Exploring,2019,50000.0,59999.0
9743,25-29,Male,China,Bachelor,Business Analyst,0-49 employees,0,Exploring,2019,50000.0,59999.0
9744,35-39,Male,Turkey,Master,Data Engineer,"1000-9,999 employees",5-9,Recently-started,2019,20001.0,30000.0
9745,30-34,Male,Sweden,Master,Data Analyst,0-49 employees,3-4,Never,2019,40000.0,49999.0
9746,30-34,Female,France,Doctoral,Data Scientist,0-49 employees,5-9,Exploring,2019,50000.0,59999.0
9747,30-34,Male,Spain,Master,Data Analyst,0-49 employees,1-2,Exploring,2019,50000.0,59999.0
9748,30-34,Male,Russia,Master,Data Scientist,250-999 employees,1-2,Others,2019,10001.0,20000.0
9749,45-49,Male,Kenya,Master,Product/Project Manager,0-49 employees,1-2,Exploring,2019,10001.0,20000.0
9750,25-29,Male,Spain,Master,Data Scientist,"10,000 or more employees",1-2,Recently-started,2019,30000.0,39999.0
9751,18-21,Male,Austria,Bachelor,Data Scientist,"10,000 or more employees",3-4,Recently-started,2019,10001.0,20000.0
9752,30-34,Male,India,Master,Data Engineer,250-999 employees,3-4,Others,2019,50000.0,59999.0
9753,35-39,Female,India,Master,Software Engineer,"10,000 or more employees",5-9,Exploring,2019,10001.0,20000.0
9754,35-39,Male,United States of America,Master,Software Engineer,"10,000 or more employees",3-4,Exploring,2019,150000.0,199999.0
9755,30-34,Male,India,Master,Business Analyst,"1000-9,999 employees",15-19,Recently-started,2019,20001.0,30000.0
9756,25-29,Male,Argentina,Bachelor,Data Analyst,"1000-9,999 employees",5-9,Others,2019,10001.0,20000.0
9757,25-29,Male,Ukraine,Doctoral,Software Engineer,250-999 employees,1-2,Exploring,2019,30000.0,39999.0
9758,22-24,Male,India,Bachelor,Data Analyst,"1000-9,999 employees",10-14,Recently-started,2019,10001.0,20000.0
9759,30-34,Male,France,Master,Product/Project Manager,50-249 employees,0,Never,2019,30000.0,39999.0
9760,25-29,Male,Japan,Master,Software Engineer,"1000-9,999 employees",15-19,Exploring,2019,70000.0,79999.0
9761,25-29,Female,Switzerland,Master,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,70000.0,79999.0
9762,22-24,Male,China,Bachelor,Data Scientist,"10,000 or more employees",1-2,Recently-started,2019,30000.0,39999.0
9763,30-34,Male,United States of America,Bachelor,Data Analyst,0-49 employees,1-2,Exploring,2019,60000.0,69999.0
9764,30-34,Male,India,Master,Product/Project Manager,50-249 employees,20+,Recently-started,2019,30000.0,39999.0
9765,40-44,Male,Japan,Bachelor,Software Engineer,0-49 employees,1-2,Others,2019,70000.0,79999.0
9766,45-49,Male,Japan,Master,Software Engineer,"1000-9,999 employees",10-14,Well-establised,2019,70000.0,79999.0
9767,22-24,Female,Egypt,Bachelor,Business Analyst,"1000-9,999 employees",20+,Exploring,2019,10001.0,20000.0
9768,40-44,Male,Japan,Master,Research Scientist,50-249 employees,3-4,Exploring,2019,500000.0,
9769,35-39,Male,India,Master,Data Scientist,"10,000 or more employees",20+,Others,2019,20001.0,30000.0
9770,18-21,Male,Russia,Bachelor,Research Scientist,"10,000 or more employees",1-2,Exploring,2019,10001.0,20000.0
9771,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Master,Software Engineer,50-249 employees,1-2,Never,2019,100000.0,124999.0
9772,35-39,Male,United States of America,Master,Data Scientist,50-249 employees,5-9,Others,2019,100000.0,124999.0
9773,25-29,Male,Austria,Master,Data Scientist,250-999 employees,3-4,Recently-started,2019,60000.0,69999.0
9774,35-39,Female,Germany,Doctoral,Data Scientist,"1000-9,999 employees",1-2,Others,2019,80000.0,89999.0
9775,35-39,Male,United States of America,Bachelor,Software Engineer,0-49 employees,5-9,Recently-started,2019,200000.0,249999.0
9776,22-24,Female,United States of America,Bachelor,Data Engineer,"10,000 or more employees",20+,Exploring,2019,60000.0,69999.0
9777,22-24,Female,United States of America,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,125000.0,149999.0
9778,40-44,Female,United States of America,Doctoral,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,125000.0,149999.0
9779,45-49,Male,France,Master,Data Engineer,"10,000 or more employees",3-4,Never,2019,70000.0,79999.0
9780,50-54,Male,South Korea,Professional degree,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,80000.0,89999.0
9781,25-29,Male,Sweden,Master,Data Scientist,250-999 employees,15-19,Recently-started,2019,60000.0,69999.0
9782,25-29,Male,Sweden,Doctoral,Research Scientist,"1000-9,999 employees",0,Exploring,2019,30000.0,39999.0
9783,50-54,Male,Russia,Master,Software Engineer,0-49 employees,1-2,Well-establised,2019,70000.0,79999.0
9784,25-29,Male,Greece,Master,Data Scientist,50-249 employees,1-2,Well-establised,2019,20001.0,30000.0
9785,30-34,Male,India,Bachelor,Data Scientist,"10,000 or more employees",1-2,Exploring,2019,20001.0,30000.0
9786,55-59,Male,Spain,Master,Research Scientist,"1000-9,999 employees",20+,Others,2019,10001.0,20000.0
9787,25-29,Male,United States of America,Bachelor,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,150000.0,199999.0
9788,18-21,Male,Germany,Some college,Software Engineer,250-999 employees,1-2,Recently-started,2019,10001.0,20000.0
9789,35-39,Male,Brazil,Master,Data Engineer,250-999 employees,10-14,Others,2019,40000.0,49999.0
9790,22-24,Male,Denmark,Master,Data Scientist,50-249 employees,15-19,Recently-started,2019,70000.0,79999.0
9791,22-24,Male,United Kingdom of Great Britain and Northern Ireland,Master,Data Scientist,50-249 employees,1-2,Others,2019,30000.0,39999.0
9792,35-39,Male,Switzerland,Doctoral,Data Engineer,250-999 employees,3-4,Exploring,2019,100000.0,124999.0
9793,25-29,Male,Germany,Bachelor,Data Engineer,0-49 employees,1-2,Recently-started,2019,30000.0,39999.0
9794,35-39,Male,Colombia,Master,Data Engineer,50-249 employees,3-4,Others,2019,20001.0,30000.0
9795,35-39,Male,United States of America,Master,Software Engineer,"10,000 or more employees",1-2,Exploring,2019,70000.0,79999.0
9796,35-39,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Data Scientist,50-249 employees,20+,Well-establised,2019,125000.0,149999.0
9797,35-39,Male,Japan,Master,Product/Project Manager,"1000-9,999 employees",0,Recently-started,2019,50000.0,59999.0
9798,30-34,Male,United States of America,Doctoral,Research Scientist,0-49 employees,1-2,Others,2019,30000.0,39999.0
9799,30-34,Male,United States of America,Doctoral,Research Scientist,0-49 employees,3-4,Recently-started,2019,90000.0,99999.0
9800,45-49,Male,United States of America,Some college,Data Analyst,50-249 employees,1-2,Never,2019,80000.0,89999.0
9801,30-34,Male,United States of America,Doctoral,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,200000.0,249999.0
9802,45-49,Male,Japan,Master,Software Engineer,0-49 employees,0,Exploring,2019,150000.0,199999.0
9803,45-49,Female,United States of America,Master,Data Scientist,0-49 employees,5-9,Others,2019,125000.0,149999.0
9804,45-49,Male,Colombia,Master,Data Engineer,"10,000 or more employees",10-14,Exploring,2019,30000.0,39999.0
9805,25-29,Male,United States of America,Master,Data Scientist,50-249 employees,20+,Well-establised,2019,100000.0,124999.0
9806,25-29,Male,Japan,Doctoral,Data Scientist,"1000-9,999 employees",20+,Recently-started,2019,50000.0,59999.0
9807,40-44,Male,China,Master,Data Scientist,250-999 employees,3-4,Never,2019,10001.0,20000.0
9808,35-39,Male,India,Master,Statistician,"1000-9,999 employees",0,Never,2019,20001.0,30000.0
9809,40-44,Male,China,Doctoral,Research Scientist,"1000-9,999 employees",5-9,Others,2019,20001.0,30000.0
9810,35-39,Male,Indonesia,Doctoral,Data Scientist,"1000-9,999 employees",20+,Exploring,2019,20001.0,30000.0
9811,25-29,Male,Japan,Master,Software Engineer,"10,000 or more employees",0,Never,2019,40000.0,49999.0
9812,25-29,Male,United States of America,Master,Software Engineer,0-49 employees,0,Never,2019,60000.0,69999.0
9813,25-29,Male,Japan,Bachelor,Data Analyst,0-49 employees,1-2,Exploring,2019,70000.0,79999.0
9814,25-29,Male,Japan,Master,Research Scientist,0-49 employees,1-2,Exploring,2019,60000.0,69999.0
9815,30-34,Male,China,Master,Business Analyst,"1000-9,999 employees",1-2,Never,2019,10001.0,20000.0
9816,25-29,Male,United States of America,Master,Data Scientist,"1000-9,999 employees",5-9,Well-establised,2019,90000.0,99999.0
9817,35-39,Male,Israel,Master,Data Scientist,0-49 employees,1-2,Well-establised,2019,100000.0,124999.0
9818,30-34,Male,Russia,Bachelor,Data Analyst,250-999 employees,1-2,Others,2019,10001.0,20000.0
9819,30-34,Male,Japan,High School,Data Analyst,0-49 employees,3-4,Never,2019,50000.0,59999.0
9820,25-29,Male,Chile,Professional degree,Data Analyst,0-49 employees,0,Never,2019,10001.0,20000.0
9821,25-29,Male,Australia,Bachelor,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,70000.0,79999.0
9822,25-29,Male,Singapore,Bachelor,Business Analyst,0-49 employees,0,Never,2019,50000.0,59999.0
9823,25-29,Male,India,Bachelor,Data Scientist,50-249 employees,1-2,Exploring,2019,10001.0,20000.0
9824,25-29,Male,Singapore,Doctoral,Data Analyst,"1000-9,999 employees",1-2,Recently-started,2019,50000.0,59999.0
9825,22-24,Male,India,Bachelor,Data Scientist,50-249 employees,10-14,Recently-started,2019,10001.0,20000.0
9826,25-29,Female,China,Master,Data Analyst,50-249 employees,1-2,Others,2019,60000.0,69999.0
9827,22-24,Male,Belarus,Master,Data Scientist,0-49 employees,10-14,Well-establised,2019,40000.0,49999.0
9828,30-34,Male,India,Master,Data Scientist,50-249 employees,3-4,Recently-started,2019,40000.0,49999.0
9829,30-34,Female,Japan,Bachelor,Data Scientist,50-249 employees,1-2,Recently-started,2019,60000.0,69999.0
9830,35-39,Male,Japan,Master,Research Scientist,"10,000 or more employees",20+,Recently-started,2019,60000.0,69999.0
9831,22-24,Male,India,Bachelor,Data Analyst,250-999 employees,20+,Well-establised,2019,20001.0,30000.0
9832,25-29,Male,Japan,Doctoral,Data Scientist,250-999 employees,5-9,Recently-started,2019,60000.0,69999.0
9833,22-24,Male,India,Bachelor,Data Scientist,"10,000 or more employees",3-4,Exploring,2019,20001.0,30000.0
9834,30-34,Male,Nigeria,Some college,Data Scientist,250-999 employees,10-14,Others,2019,10001.0,20000.0
9835,25-29,Male,Russia,Master,Business Analyst,"10,000 or more employees",20+,Exploring,2019,50000.0,59999.0
9836,35-39,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor,Product/Project Manager,0-49 employees,1-2,Others,2019,90000.0,99999.0
9837,35-39,Male,Germany,Doctoral,Data Scientist,"1000-9,999 employees",3-4,Exploring,2019,70000.0,79999.0
9838,25-29,Female,Germany,Master,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,70000.0,79999.0
9839,22-24,Male,India,Bachelor,Data Scientist,0-49 employees,5-9,Well-establised,2019,10001.0,20000.0
9840,30-34,Male,Germany,Master,Data Scientist,50-249 employees,20+,Well-establised,2019,60000.0,69999.0
9841,22-24,Male,India,Bachelor,Product/Project Manager,50-249 employees,0,Never,2019,10001.0,20000.0
9842,30-34,Male,Japan,Master,Software Engineer,250-999 employees,1-2,Never,2019,40000.0,49999.0
9843,25-29,Male,Austria,Master,Data Scientist,50-249 employees,20+,Others,2019,50000.0,59999.0
9844,35-39,Male,Japan,Master,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,90000.0,99999.0
9845,25-29,Female,India,Master,Data Scientist,"10,000 or more employees",15-19,Well-establised,2019,10001.0,20000.0
9846,40-44,Male,France,Master,Data Engineer,"10,000 or more employees",1-2,Recently-started,2019,70000.0,79999.0
9847,25-29,Male,Turkey,Bachelor,Data Scientist,0-49 employees,1-2,Recently-started,2019,10001.0,20000.0
9848,35-39,Male,France,Master,Data Scientist,0-49 employees,10-14,Well-establised,2019,100000.0,124999.0
9849,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Master,Data Scientist,"1000-9,999 employees",10-14,Others,2019,40000.0,49999.0
